The original unique number of found gadgets is: 106878
The unique number of found gadgets when ['--disable-avs', '--disable-gpac', '--enable-strip', '--enable-pic', '--disable-opencl', '--disable-thread', '--disable-interlaced', '--system-libx264', '--bit-depth=all', '--chroma-format=400'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-avs', '--disable-gpac', '--enable-pic', '--enable-lto', '--disable-gpl', '--disable-thread', '--disable-win32thread', '--disable-bashcompletion', '--system-libx264', '--bit-depth=all', '--chroma-format=420'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-avs', '--disable-swscale', '--disable-lavf', '--disable-ffms', '--disable-lsmash', '--enable-gprof', '--enable-strip', '--disable-asm', '--enable-debug', '--disable-opencl', '--disable-win32thread', '--enable-bashcompletion', '--disable-interlaced', '--chroma-format=420'] is removed: 40300. Or, 62.2935% less
The unique number of found gadgets when ['--disable-avs', '--disable-swscale', '--disable-lavf', '--disable-ffms', '--disable-asm', '--enable-debug', '--disable-opencl', '--disable-win32thread', '--disable-interlaced', '--bit-depth=8', '--chroma-format=422'] is removed: 42064. Or, 60.6430% less
The unique number of found gadgets when ['--disable-swscale', '--disable-lavf', '--disable-ffms', '--disable-lsmash', '--enable-strip', '--enable-pic', '--disable-asm', '--enable-lto', '--disable-interlaced', '--system-libx264', '--bit-depth=8', '--chroma-format=444'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-swscale', '--disable-lavf', '--disable-ffms', '--disable-gpac', '--enable-gprof', '--enable-pic', '--enable-lto', '--disable-opencl', '--disable-gpl', '--disable-thread', '--disable-bashcompletion', '--system-libx264', '--bit-depth=all', '--chroma-format=420'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-avs', '--disable-ffms', '--enable-strip', '--enable-pic', '--enable-debug', '--disable-thread', '--disable-win32thread', '--disable-bashcompletion', '--disable-interlaced', '--bit-depth=all', '--chroma-format=422'] is removed: 81492. Or, 23.7523% less
The unique number of found gadgets when ['--disable-swscale', '--disable-lavf', '--disable-ffms', '--enable-strip', '--enable-debug', '--disable-opencl', '--disable-gpl', '--disable-thread', '--disable-win32thread', '--chroma-format=420'] is removed: 79144. Or, 25.9492% less
The unique number of found gadgets when ['--disable-avs', '--disable-ffms', '--disable-gpac', '--disable-lsmash', '--enable-strip', '--enable-debug', '--disable-gpl', '--disable-win32thread', '--enable-bashcompletion', '--disable-interlaced', '--bit-depth=all', '--chroma-format=444'] is removed: 62792. Or, 41.2489% less
The unique number of found gadgets when ['--disable-avs', '--disable-gpac', '--enable-gprof', '--enable-strip', '--disable-asm', '--enable-debug', '--disable-gpl', '--disable-win32thread', '--disable-interlaced', '--bit-depth=all', '--chroma-format=all'] is removed: 66389. Or, 37.8834% less
The unique number of found gadgets when ['--disable-avs', '--disable-lavf', '--enable-gprof', '--enable-strip', '--enable-pic', '--disable-asm', '--enable-debug', '--disable-opencl', '--disable-win32thread', '--disable-bashcompletion', '--system-libx264', '--bit-depth=10', '--chroma-format=422'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-lavf', '--disable-lsmash', '--enable-gprof', '--enable-strip', '--enable-pic', '--disable-asm', '--enable-lto', '--disable-opencl', '--enable-bashcompletion', '--disable-interlaced', '--system-libx264', '--bit-depth=10', '--chroma-format=400'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-gpac', '--disable-lsmash', '--enable-gprof', '--enable-strip', '--enable-debug', '--disable-opencl', '--disable-thread', '--disable-bashcompletion', '--bit-depth=8', '--chroma-format=444'] is removed: 35211. Or, 67.0550% less
The unique number of found gadgets when ['--disable-swscale', '--disable-lavf', '--disable-ffms', '--enable-lto', '--disable-gpl', '--enable-bashcompletion', '--disable-interlaced', '--bit-depth=8', '--chroma-format=444'] is removed: 61885. Or, 42.0975% less
The unique number of found gadgets when ['--disable-avs', '--disable-lavf', '--enable-gprof', '--enable-pic', '--disable-opencl', '--disable-thread', '--disable-win32thread', '--disable-interlaced', '--bit-depth=10', '--chroma-format=444'] is removed: 56739. Or, 46.9124% less
The unique number of found gadgets when ['--disable-avs', '--disable-swscale', '--disable-lavf', '--disable-ffms', '--disable-gpac', '--disable-lsmash', '--enable-strip', '--enable-debug', '--disable-thread', '--disable-bashcompletion', '--disable-interlaced', '--bit-depth=10', '--chroma-format=420'] is removed: 32350. Or, 69.7318% less
The unique number of found gadgets when ['--disable-avs', '--disable-swscale', '--disable-lavf', '--disable-ffms', '--enable-gprof', '--enable-pic', '--enable-lto', '--disable-interlaced', '--bit-depth=all', '--chroma-format=444'] is removed: 89216. Or, 16.5254% less
The unique number of found gadgets when ['--disable-avs', '--enable-gprof', '--enable-pic', '--disable-asm', '--disable-opencl', '--disable-thread', '--disable-win32thread', '--disable-bashcompletion', '--bit-depth=all', '--chroma-format=all'] is removed: 81663. Or, 23.5923% less
The unique number of found gadgets when ['--disable-swscale', '--disable-lavf', '--disable-ffms', '--disable-gpac', '--disable-lsmash', '--enable-lto', '--disable-thread', '--disable-bashcompletion', '--bit-depth=8', '--chroma-format=422'] is removed: 46252. Or, 56.7245% less
The unique number of found gadgets when ['--disable-avs', '--disable-ffms', '--disable-gpac', '--disable-asm', '--enable-lto', '--disable-opencl', '--disable-gpl', '--enable-bashcompletion', '--bit-depth=all', '--chroma-format=422'] is removed: 77718. Or, 27.2834% less
The unique number of found gadgets when ['--disable-avs', '--disable-ffms', '--enable-gprof', '--enable-debug', '--disable-opencl', '--disable-bashcompletion', '--disable-interlaced', '--bit-depth=all', '--chroma-format=all'] is removed: 82732. Or, 22.5921% less
The unique number of found gadgets when ['--disable-avs', '--disable-gpac', '--disable-lsmash', '--enable-gprof', '--enable-strip', '--enable-pic', '--disable-win32thread', '--disable-interlaced', '--system-libx264', '--bit-depth=10', '--chroma-format=400'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-avs', '--disable-lavf', '--disable-ffms', '--disable-gpac', '--disable-lsmash', '--enable-gprof', '--enable-pic', '--enable-lto', '--disable-gpl', '--disable-thread', '--disable-win32thread', '--disable-bashcompletion', '--disable-interlaced', '--bit-depth=8', '--chroma-format=444'] is removed: 42914. Or, 59.8477% less
The unique number of found gadgets when ['--disable-avs', '--disable-lavf', '--disable-ffms', '--disable-gpac', '--disable-lsmash', '--enable-gprof', '--enable-lto', '--disable-opencl', '--disable-win32thread', '--disable-bashcompletion', '--bit-depth=all', '--chroma-format=400'] is removed: 71077. Or, 33.4971% less
The unique number of found gadgets when ['--disable-gpac', '--enable-pic', '--disable-asm', '--enable-lto', '--disable-gpl', '--disable-thread', '--disable-win32thread', '--enable-bashcompletion', '--bit-depth=8', '--chroma-format=420'] is removed: 54595. Or, 48.9184% less
The unique number of found gadgets when ['--disable-avs', '--disable-swscale', '--disable-lavf', '--disable-ffms', '--disable-gpac', '--enable-gprof', '--enable-strip', '--enable-pic', '--disable-asm', '--enable-debug', '--disable-opencl', '--disable-thread', '--enable-bashcompletion', '--disable-interlaced', '--system-libx264', '--bit-depth=8', '--chroma-format=444'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-avs', '--disable-ffms', '--disable-lsmash', '--enable-strip', '--disable-asm', '--enable-lto', '--disable-opencl', '--disable-gpl', '--disable-win32thread', '--enable-bashcompletion', '--disable-interlaced', '--bit-depth=all', '--chroma-format=420'] is removed: 56814. Or, 46.8422% less
The unique number of found gadgets when ['--disable-swscale', '--disable-lavf', '--disable-ffms', '--disable-gpac', '--disable-lsmash', '--enable-gprof', '--enable-pic', '--enable-lto', '--disable-opencl', '--disable-thread', '--disable-win32thread', '--disable-bashcompletion', '--disable-interlaced', '--system-libx264', '--bit-depth=all', '--chroma-format=420'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-avs', '--disable-swscale', '--disable-lavf', '--disable-ffms', '--enable-strip', '--enable-pic', '--disable-opencl', '--disable-gpl', '--disable-thread', '--bit-depth=8', '--chroma-format=420'] is removed: 62523. Or, 41.5006% less
The unique number of found gadgets when ['--disable-ffms', '--disable-gpac', '--enable-pic', '--disable-asm', '--disable-gpl', '--disable-win32thread', '--enable-bashcompletion', '--system-libx264', '--chroma-format=422'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-lavf', '--disable-ffms', '--disable-lsmash', '--enable-strip', '--enable-pic', '--disable-asm', '--enable-debug', '--disable-opencl', '--disable-gpl', '--disable-win32thread', '--disable-interlaced', '--chroma-format=422'] is removed: 45503. Or, 57.4253% less
The unique number of found gadgets when ['--disable-avs', '--disable-lavf', '--disable-ffms', '--disable-lsmash', '--enable-strip', '--enable-pic', '--disable-opencl', '--disable-thread', '--enable-bashcompletion', '--disable-interlaced', '--system-libx264', '--chroma-format=444'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-avs', '--enable-pic', '--disable-asm', '--enable-debug', '--disable-opencl', '--disable-gpl', '--disable-win32thread', '--disable-bashcompletion', '--bit-depth=10', '--chroma-format=444'] is removed: 44446. Or, 58.4143% less
The unique number of found gadgets when ['--disable-avs', '--disable-lsmash', '--enable-strip', '--enable-pic', '--enable-debug', '--disable-thread', '--disable-win32thread', '--system-libx264', '--bit-depth=all', '--chroma-format=444'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-avs', '--disable-ffms', '--disable-lsmash', '--enable-gprof', '--disable-asm', '--enable-lto', '--disable-opencl', '--disable-thread', '--disable-win32thread', '--disable-bashcompletion', '--disable-interlaced', '--bit-depth=8', '--chroma-format=all'] is removed: 35642. Or, 66.6517% less
The unique number of found gadgets when ['--disable-avs', '--disable-lavf', '--disable-ffms', '--disable-gpac', '--enable-gprof', '--enable-pic', '--disable-gpl', '--disable-win32thread', '--enable-bashcompletion', '--bit-depth=8', '--chroma-format=all'] is removed: 68420. Or, 35.9831% less
The unique number of found gadgets when ['--disable-lavf', '--disable-ffms', '--enable-strip', '--enable-pic', '--enable-debug', '--disable-gpl', '--disable-thread', '--disable-win32thread', '--disable-bashcompletion', '--disable-interlaced', '--bit-depth=8', '--chroma-format=422'] is removed: 54772. Or, 48.7528% less
The unique number of found gadgets when ['--disable-gpac', '--enable-debug', '--disable-opencl', '--disable-gpl', '--disable-win32thread', '--enable-bashcompletion', '--bit-depth=10', '--chroma-format=all'] is removed: 55489. Or, 48.0819% less
The unique number of found gadgets when ['--disable-avs', '--disable-ffms', '--disable-lsmash', '--enable-gprof', '--enable-pic', '--enable-debug', '--disable-gpl', '--enable-bashcompletion', '--disable-interlaced', '--bit-depth=8', '--chroma-format=all'] is removed: 38687. Or, 63.8027% less
The unique number of found gadgets when ['--disable-lsmash', '--enable-pic', '--disable-asm', '--enable-debug', '--disable-thread', '--enable-bashcompletion', '--system-libx264', '--bit-depth=8', '--chroma-format=400'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-gpac', '--disable-win32thread', '--disable-bashcompletion', '--disable-interlaced', '--bit-depth=10', '--chroma-format=all'] is removed: 63895. Or, 40.2169% less
The unique number of found gadgets when ['--disable-ffms', '--disable-gpac', '--enable-gprof', '--enable-strip', '--enable-pic', '--disable-asm', '--enable-lto', '--disable-opencl', '--disable-gpl', '--disable-win32thread', '--enable-bashcompletion', '--disable-interlaced', '--system-libx264', '--bit-depth=10', '--chroma-format=422'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-gpac', '--enable-strip', '--enable-pic', '--enable-debug', '--disable-opencl', '--disable-thread', '--disable-win32thread', '--disable-bashcompletion', '--system-libx264', '--bit-depth=all', '--chroma-format=422'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-avs', '--disable-ffms', '--disable-gpac', '--disable-lsmash', '--enable-gprof', '--enable-strip', '--disable-asm', '--disable-opencl', '--disable-gpl', '--disable-thread', '--disable-win32thread', '--disable-bashcompletion', '--disable-interlaced', '--bit-depth=8', '--chroma-format=all'] is removed: 34285. Or, 67.9214% less
The unique number of found gadgets when ['--disable-lavf', '--disable-ffms', '--disable-lsmash', '--enable-gprof', '--enable-strip', '--enable-pic', '--disable-asm', '--enable-debug', '--disable-opencl', '--disable-win32thread', '--disable-bashcompletion', '--bit-depth=all', '--chroma-format=all'] is removed: 49977. Or, 53.2392% less
The unique number of found gadgets when ['--disable-avs', '--disable-lsmash', '--enable-gprof', '--enable-strip', '--enable-pic', '--disable-asm', '--enable-debug', '--disable-gpl', '--disable-thread', '--enable-bashcompletion', '--disable-interlaced', '--system-libx264', '--chroma-format=400'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-avs', '--disable-lavf', '--disable-lsmash', '--enable-strip', '--enable-pic', '--disable-asm', '--enable-lto', '--disable-gpl', '--enable-bashcompletion', '--disable-interlaced', '--system-libx264', '--bit-depth=10', '--chroma-format=all'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-ffms', '--enable-gprof', '--disable-asm', '--disable-opencl', '--disable-thread', '--disable-win32thread', '--disable-bashcompletion', '--bit-depth=8', '--chroma-format=400'] is removed: 47537. Or, 55.5222% less
The unique number of found gadgets when ['--disable-swscale', '--disable-lavf', '--disable-ffms', '--disable-gpac', '--enable-gprof', '--disable-asm', '--enable-debug', '--disable-gpl', '--disable-thread', '--disable-win32thread', '--disable-interlaced', '--bit-depth=8', '--chroma-format=all'] is removed: 44937. Or, 57.9549% less
The unique number of found gadgets when ['--disable-avs', '--disable-swscale', '--disable-lavf', '--disable-ffms', '--disable-gpac', '--enable-gprof', '--enable-strip', '--enable-pic', '--disable-asm', '--disable-opencl', '--disable-gpl', '--disable-win32thread', '--disable-bashcompletion', '--disable-interlaced', '--bit-depth=8', '--chroma-format=400'] is removed: 46786. Or, 56.2249% less
The unique number of found gadgets when ['--disable-gpac', '--enable-pic', '--enable-debug', '--disable-gpl', '--enable-bashcompletion', '--system-libx264', '--bit-depth=10', '--chroma-format=400'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--enable-gprof', '--enable-strip', '--enable-pic', '--enable-debug', '--disable-thread', '--enable-bashcompletion', '--bit-depth=10', '--chroma-format=400'] is removed: 50118. Or, 53.1073% less
The unique number of found gadgets when ['--disable-gpac', '--disable-lsmash', '--enable-strip', '--enable-bashcompletion', '--bit-depth=all', '--chroma-format=444'] is removed: 80521. Or, 24.6608% less
The unique number of found gadgets when ['--disable-lavf', '--enable-gprof', '--enable-strip', '--disable-asm', '--enable-lto', '--disable-opencl', '--disable-win32thread', '--disable-bashcompletion', '--disable-interlaced', '--bit-depth=8', '--chroma-format=all'] is removed: 53665. Or, 49.7885% less
The unique number of found gadgets when ['--disable-avs', '--disable-lavf', '--disable-gpac', '--disable-lsmash', '--enable-gprof', '--enable-strip', '--enable-pic', '--disable-asm', '--disable-bashcompletion', '--disable-interlaced', '--bit-depth=all', '--chroma-format=422'] is removed: 53371. Or, 50.0636% less
The unique number of found gadgets when ['--disable-lavf', '--disable-asm', '--enable-lto', '--disable-gpl', '--disable-win32thread', '--bit-depth=8', '--chroma-format=444'] is removed: 53476. Or, 49.9654% less
The unique number of found gadgets when ['--disable-avs', '--enable-gprof', '--enable-strip', '--enable-pic', '--disable-asm', '--enable-debug', '--disable-gpl', '--disable-thread', '--disable-bashcompletion', '--disable-interlaced', '--system-libx264', '--bit-depth=8', '--chroma-format=422'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-lavf', '--disable-gpac', '--disable-lsmash', '--enable-strip', '--disable-asm', '--enable-lto', '--disable-gpl', '--disable-bashcompletion', '--chroma-format=420'] is removed: 61827. Or, 42.1518% less
The unique number of found gadgets when ['--disable-swscale', '--disable-lavf', '--disable-ffms', '--disable-gpac', '--disable-lsmash', '--enable-strip', '--enable-pic', '--disable-asm', '--enable-lto', '--disable-thread', '--disable-win32thread', '--disable-interlaced', '--bit-depth=all', '--chroma-format=420'] is removed: 58403. Or, 45.3555% less
The unique number of found gadgets when ['--disable-gpac', '--disable-lsmash', '--enable-pic', '--disable-asm', '--disable-gpl', '--disable-thread', '--disable-win32thread', '--enable-bashcompletion', '--system-libx264', '--bit-depth=all', '--chroma-format=422'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-ffms', '--disable-gpac', '--disable-lsmash', '--enable-gprof', '--enable-strip', '--enable-debug', '--disable-gpl', '--disable-win32thread', '--disable-bashcompletion', '--bit-depth=10', '--chroma-format=all'] is removed: 36126. Or, 66.1988% less
The unique number of found gadgets when ['--disable-avs', '--disable-ffms', '--disable-gpac', '--disable-lsmash', '--disable-asm', '--disable-opencl', '--disable-gpl', '--disable-thread', '--disable-win32thread', '--disable-bashcompletion', '--disable-interlaced', '--bit-depth=10', '--chroma-format=400'] is removed: 30703. Or, 71.2729% less
The unique number of found gadgets when ['--disable-lavf', '--disable-gpac', '--disable-lsmash', '--enable-strip', '--disable-asm', '--enable-debug', '--disable-opencl', '--disable-win32thread', '--disable-bashcompletion', '--disable-interlaced', '--chroma-format=420'] is removed: 43701. Or, 59.1113% less
The unique number of found gadgets when ['--disable-avs', '--disable-swscale', '--disable-lavf', '--disable-ffms', '--disable-lsmash', '--enable-gprof', '--enable-strip', '--disable-asm', '--enable-lto', '--disable-thread', '--enable-bashcompletion', '--bit-depth=8', '--chroma-format=444'] is removed: 33234. Or, 68.9047% less
The unique number of found gadgets when ['--disable-swscale', '--disable-lavf', '--disable-ffms', '--disable-lsmash', '--enable-gprof', '--enable-pic', '--disable-opencl', '--disable-thread', '--disable-win32thread', '--enable-bashcompletion', '--bit-depth=8', '--chroma-format=all'] is removed: 48629. Or, 54.5005% less
The unique number of found gadgets when ['--disable-avs', '--disable-lsmash', '--enable-pic', '--disable-opencl', '--disable-gpl', '--disable-thread', '--system-libx264', '--bit-depth=10', '--chroma-format=444'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-swscale', '--disable-lavf', '--disable-ffms', '--disable-gpac', '--enable-gprof', '--disable-asm', '--enable-lto', '--disable-opencl', '--disable-gpl', '--disable-thread', '--disable-interlaced', '--bit-depth=8', '--chroma-format=all'] is removed: 53151. Or, 50.2695% less
The unique number of found gadgets when ['--disable-swscale', '--disable-lavf', '--disable-ffms', '--enable-gprof', '--enable-pic', '--disable-asm', '--enable-lto', '--disable-gpl', '--disable-win32thread', '--system-libx264', '--bit-depth=8', '--chroma-format=420'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-lavf', '--disable-ffms', '--disable-lsmash', '--enable-gprof', '--enable-strip', '--enable-pic', '--disable-asm', '--enable-lto', '--disable-gpl', '--disable-thread', '--disable-win32thread', '--disable-bashcompletion', '--disable-interlaced', '--bit-depth=all', '--chroma-format=420'] is removed: 54957. Or, 48.5797% less
The unique number of found gadgets when ['--disable-avs', '--disable-lsmash', '--enable-gprof', '--enable-strip', '--enable-pic', '--enable-debug', '--disable-gpl', '--disable-bashcompletion', '--system-libx264', '--bit-depth=10', '--chroma-format=422'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-avs', '--disable-swscale', '--disable-lavf', '--disable-ffms', '--enable-gprof', '--enable-strip', '--enable-pic', '--disable-asm', '--enable-debug', '--enable-bashcompletion', '--bit-depth=8', '--chroma-format=420'] is removed: 42191. Or, 60.5241% less
